@RELATION caltech101

@ATTRIBUTE	quantCol0	NUMERIC
@ATTRIBUTE	quantCol1	NUMERIC
@ATTRIBUTE	quantCol2	NUMERIC
@ATTRIBUTE	quantCol3	NUMERIC
@ATTRIBUTE	quantCol4	NUMERIC
@ATTRIBUTE	quantCol5	NUMERIC
@ATTRIBUTE	quantCol6	NUMERIC
@ATTRIBUTE	quantCol7	NUMERIC
@ATTRIBUTE	quantCol8	NUMERIC
@ATTRIBUTE	quantCol9	NUMERIC
@ATTRIBUTE	quantCol10	NUMERIC
@ATTRIBUTE	quantCol11	NUMERIC
@ATTRIBUTE	quantCol12	NUMERIC
@ATTRIBUTE	quantCol13	NUMERIC
@ATTRIBUTE	quantCol14	NUMERIC
@ATTRIBUTE	quantCol15	NUMERIC
@ATTRIBUTE	quantCol16	NUMERIC
@ATTRIBUTE	quantCol17	NUMERIC
@ATTRIBUTE	quantCol18	NUMERIC
@ATTRIBUTE	quantCol19	NUMERIC
@ATTRIBUTE	quantCol20	NUMERIC
@ATTRIBUTE	quantCol21	NUMERIC
@ATTRIBUTE	quantCol22	NUMERIC
@ATTRIBUTE	quantCol23	NUMERIC
@ATTRIBUTE	quantCol24	NUMERIC
@ATTRIBUTE	quantCol25	NUMERIC
@ATTRIBUTE	quantCol26	NUMERIC
@ATTRIBUTE	quantCol27	NUMERIC
@ATTRIBUTE	quantCol28	NUMERIC
@ATTRIBUTE	quantCol29	NUMERIC
@ATTRIBUTE	quantCol30	NUMERIC
@ATTRIBUTE	quantCol31	NUMERIC
@ATTRIBUTE	quantCol32	NUMERIC
@ATTRIBUTE	quantCol33	NUMERIC
@ATTRIBUTE	quantCol34	NUMERIC
@ATTRIBUTE	quantCol35	NUMERIC
@ATTRIBUTE	quantCol36	NUMERIC
@ATTRIBUTE	quantCol37	NUMERIC
@ATTRIBUTE	quantCol38	NUMERIC
@ATTRIBUTE	quantCol39	NUMERIC
@ATTRIBUTE	quantCol40	NUMERIC
@ATTRIBUTE	quantCol41	NUMERIC
@ATTRIBUTE	quantCol42	NUMERIC
@ATTRIBUTE	quantCol43	NUMERIC
@ATTRIBUTE	quantCol44	NUMERIC
@ATTRIBUTE	quantCol45	NUMERIC
@ATTRIBUTE	quantCol46	NUMERIC
@ATTRIBUTE	quantCol47	NUMERIC
@ATTRIBUTE	quantCol48	NUMERIC
@ATTRIBUTE	quantCol49	NUMERIC
@ATTRIBUTE	quantCol50	NUMERIC
@ATTRIBUTE	quantCol51	NUMERIC
@ATTRIBUTE	quantCol52	NUMERIC
@ATTRIBUTE	quantCol53	NUMERIC
@ATTRIBUTE	quantCol54	NUMERIC
@ATTRIBUTE	quantCol55	NUMERIC
@ATTRIBUTE	quantCol56	NUMERIC
@ATTRIBUTE	quantCol57	NUMERIC
@ATTRIBUTE	quantCol58	NUMERIC
@ATTRIBUTE	quantCol59	NUMERIC
@ATTRIBUTE	quantCol60	NUMERIC
@ATTRIBUTE	quantCol61	NUMERIC
@ATTRIBUTE	quantCol62	NUMERIC
@ATTRIBUTE	quantCol63	NUMERIC
@ATTRIBUTE	class	{binocular,lobster,starfish,scorpion,wild_cat,sea_horse,nautilus,grand_piano,stop_sign,stapler,tick,cougar_body,inline_skate,strawberry,headphone,emu,ewer,ceiling_fan,watch,camera,schooner,helicopter,cellphone,cup,buddha,barrel,windsor_chair,dolphin,rhino,brontosaurus,chair,stegosaurus,Leopards,panda,revolver,water_lilly,okapi,menorah,anchor,metronome,euphonium,bonsai,bass,elephant,cannon,kangaroo,mayfly,joshua_tree,crayfish,pyramid,car_side,wheelchair,dalmatian,rooster,dollar_bill,airplanes,flamingo_head,crab,lamp,gramophone,snoopy,hedgehog,mandolin,soccer_ball,laptop,beaver,garfield,ibis,flamingo,platypus,scissors,minaret,yin_yang,crocodile_head,Faces,hawksbill,Motorbikes,accordion,sunflower,pagoda,ferry,dragonfly,trilobite,octopus,crocodile,brain,Faces_easy,electric_guitar,gerenuk,saxophone,ant,umbrella,butterfly,ketch,wrench,chandelier,cougar_face,pigeon,pizza,llama,lotus}

@DATA
123,18,0,0,0,0,0,0,115,59,31,21,0,0,0,0,0,0,0,0,0,0,0,0,145,150,93,32,0,0,0,0,6,17,8,10,37,33,9,0,91,146,110,45,5,59,60,19,14,64,88,83,58,105,76,23,52,39,111,237,255,255,255,95,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,142,199,237,255,255,255,scissors
0,0,0,0,0,0,0,0,48,41,41,39,0,0,0,0,0,0,0,0,0,0,0,0,210,200,173,108,49,5,3,0,0,0,0,0,0,0,0,0,216,125,71,23,229,44,12,0,55,0,0,0,5,0,0,0,255,11,3,3,0,3,0,0,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,29,0,0,0,0,16,49,31,7,7,5,0,0,76,107,123,193,7,7,6,20,76,154,165,176,162,138,149,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,148,97,0,3,26,8,33,44,12,9,13,7,3,5,45,91,209,51,40,71,115,20,9,110,125,110,75,8,8,22,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,1,0,27,36,42,24,90,90,83,0,0,0,0,0,0,38,117,138,141,151,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,24,24,90,0,0,3,4,32,49,47,38,3,7,3,0,36,104,128,115,114,96,99,255,scissors
121,0,0,0,0,0,0,0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,68,0,0,0,0,0,0,0,0,0,0,5,118,0,6,12,35,0,0,0,0,0,0,0,9,0,16,60,255,0,0,3,17,36,40,5,5,scissors
0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,7,1,0,1,0,160,64,3,0,0,0,0,0,0,0,18,66,146,127,32,116,121,80,16,0,0,0,0,0,0,0,31,33,64,53,39,30,53,44,26,6,0,0,2,2,3,0,scissors
0,0,0,0,0,0,0,0,0,0,5,130,0,0,0,0,0,0,0,0,0,0,0,0,6,15,73,119,3,4,0,0,0,3,0,0,0,0,0,0,3,11,0,105,22,49,47,53,3,22,3,7,0,0,0,3,0,0,20,21,30,20,27,255,scissors
0,0,0,0,0,0,0,0,154,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,158,113,11,0,0,0,0,0,0,0,0,3,0,0,0,62,77,190,98,0,3,3,0,0,0,0,0,5,9,14,0,10,0,13,28,66,27,0,0,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,0,3,13,30,3,6,16,29,0,0,0,6,5,12,50,67,32,61,78,85,0,23,61,96,117,131,131,255,scissors
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,50,60,32,3,0,0,0,0,0,0,0,0,0,0,0,0,76,132,79,36,47,172,29,7,13,129,5,3,0,6,3,0,153,156,255,131,62,52,40,38,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,57,64,0,0,0,0,0,0,0,0,0,0,0,0,25,57,65,86,113,137,149,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,159,209,255,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,3,26,0,48,41,40,16,174,133,63,12,3,0,0,0,115,128,145,204,230,246,207,19,scissors
255,0,0,0,0,0,0,0,166,44,2,3,0,0,0,0,0,0,0,0,0,0,0,0,125,84,57,67,0,0,0,0,0,0,0,0,0,0,0,0,35,30,35,50,3,3,3,10,0,0,3,7,0,0,7,11,5,3,5,7,13,10,29,32,scissors
54,0,0,0,0,0,0,59,50,50,0,0,0,0,0,0,0,0,0,0,0,0,51,63,23,26,64,20,0,0,0,0,0,0,0,0,18,21,76,30,27,36,115,2,0,0,3,0,3,0,0,0,41,51,247,21,5,6,5,3,32,150,46,0,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,153,234,132,0,0,0,0,19,12,3,0,10,4,0,0,67,52,17,20,38,33,0,0,scissors
48,0,0,0,0,0,0,52,8,48,0,0,0,0,0,0,0,0,0,0,0,0,21,52,0,7,25,60,0,0,5,17,0,0,0,3,0,5,14,46,0,0,6,48,5,7,5,47,0,0,3,37,10,6,7,47,136,155,177,168,162,161,173,255,scissors
0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,28,0,0,0,0,122,109,0,3,9,5,0,0,0,3,0,12,90,69,58,84,112,101,0,7,12,22,0,0,0,13,3,24,61,56,10,47,65,55,0,5,10,11,19,28,27,41,scissors
63,0,0,0,0,0,0,9,50,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,19,65,81,5,5,5,9,0,0,0,0,14,1,6,14,57,72,116,170,13,22,31,49,0,3,3,3,12,5,11,24,6,8,6,30,22,16,30,249,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,163,155,135,141,141,164,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,111,92,99,0,65,0,0,0,7,61,0,0,3,9,5,39,49,162,255,255,226,79,77,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,33,17,0,0,0,0,0,3,0,0,0,3,0,8,154,160,151,255,2,0,0,0,94,52,45,47,37,38,64,42,scissors
169,0,0,0,0,0,0,0,9,87,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,114,0,0,3,13,0,0,0,0,0,0,0,0,0,0,56,117,0,0,0,61,0,0,0,51,0,0,0,26,64,41,42,33,52,28,39,255,scissors
0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,129,148,109,0,0,0,0,0,0,0,0,3,3,19,99,29,38,40,59,0,0,0,0,0,0,0,22,3,0,5,194,0,0,0,0,0,0,7,67,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,9,6,10,11,0,0,0,0,17,26,0,1,37,31,15,16,11,17,9,35,11,5,24,57,34,22,49,74,55,47,30,35,17,124,83,113,145,160,181,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,88,255,0,0,0,0,0,0,0,0,0,8,15,37,3,106,152,150,0,0,0,1,0,0,3,20,17,19,38,83,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,170,165,158,152,149,188,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,176,168,169,187,204,237,255,scissors
81,0,0,0,38,0,0,3,255,255,3,0,0,0,0,0,87,9,0,0,0,0,0,0,126,153,162,84,21,24,0,0,74,86,9,0,3,3,5,3,112,106,89,71,66,76,30,26,58,79,35,31,21,35,23,9,15,79,59,56,47,47,47,73,scissors
8,0,0,0,0,0,0,5,28,35,0,0,0,0,0,0,0,0,0,0,0,0,13,26,30,34,50,53,0,0,0,8,70,60,39,19,44,49,54,48,63,65,70,118,50,45,53,102,158,154,101,106,67,65,58,86,181,131,161,120,109,125,135,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,48,119,63,0,0,9,24,30,52,59,124,0,0,0,0,8,164,255,183,0,29,91,43,25,54,121,116,3,3,5,6,0,5,24,56,143,159,50,39,scissors
5,63,0,0,0,0,0,0,0,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,0,0,0,0,0,0,3,0,0,0,1,0,71,82,121,135,0,0,0,0,15,9,52,132,27,48,103,209,123,137,94,73,71,227,255,204,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,97,93,52,0,0,0,0,0,0,0,0,0,0,0,0,137,111,75,64,31,0,0,0,255,60,3,4,198,48,13,10,255,255,111,33,22,22,26,33,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,13,5,0,44,45,42,39,9,36,52,82,0,0,0,36,12,34,26,42,38,67,74,99,11,55,64,97,116,146,201,255,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,119,132,255,0,0,3,13,0,50,78,18,74,108,87,25,15,51,109,150,185,209,159,151,scissors
0,0,0,0,0,0,0,0,255,82,26,51,0,0,0,0,0,0,0,0,0,0,0,0,197,170,15,45,0,0,0,0,0,0,0,0,13,0,0,0,77,26,0,0,0,0,0,0,3,0,0,0,32,0,0,0,37,9,0,0,0,0,0,0,scissors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,58,8,34,71,74,28,47,227,171,0,0,0,0,0,58,84,41,5,84,112,73,39,74,59,15,0,0,0,0,0,53,40,9,0,0,0,0,0,minaret
0,0,0,0,0,0,0,0,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,186,120,30,0,3,4,5,0,0,5,34,0,0,0,0,21,192,128,79,3,31,34,65,14,29,52,75,3,8,17,5,76,24,20,77,99,72,84,219,minaret
0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,73,93,138,0,0,0,0,126,191,33,3,0,0,0,0,50,85,96,141,0,35,28,38,68,107,56,24,7,0,0,0,54,39,68,78,52,37,65,49,minaret
83,0,0,0,0,0,0,0,141,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,96,92,0,0,0,0,0,0,0,91,44,0,0,3,0,61,73,121,3,9,5,35,0,28,35,161,5,4,5,63,0,76,25,24,44,178,74,5,0,minaret
0,0,0,0,130,0,0,0,0,8,17,19,19,12,0,0,28,231,0,0,0,0,0,0,27,50,64,56,56,75,53,10,60,87,91,58,0,0,0,0,70,88,110,112,93,106,78,55,58,40,44,59,4,0,3,10,72,57,56,53,67,71,81,85,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,74,112,119,106,0,0,0,8,22,61,162,178,4,0,0,0,77,74,61,59,3,3,28,57,96,57,71,81,108,60,19,1,109,71,33,22,20,33,30,38,minaret
0,0,0,0,0,0,0,0,58,117,5,52,0,0,0,0,0,0,0,16,0,0,0,0,36,80,90,63,0,0,0,0,34,51,195,161,3,0,7,0,22,67,50,25,0,0,0,0,51,70,70,36,23,63,39,24,53,3,31,24,15,29,7,0,minaret
0,0,0,0,123,25,0,0,20,8,0,0,0,0,0,0,79,132,20,35,0,0,0,0,77,113,114,106,12,12,3,0,89,97,70,53,0,0,0,0,117,139,160,165,72,77,54,54,93,90,63,63,26,7,42,35,126,89,74,70,83,122,94,81,minaret
0,0,0,0,0,0,0,0,30,53,5,3,0,0,0,0,0,0,0,0,0,0,0,0,46,206,184,55,23,57,74,160,0,0,0,0,0,3,0,0,61,139,74,38,95,136,97,125,5,3,0,0,3,6,0,0,61,73,56,5,0,2,0,0,minaret
83,62,0,0,0,0,0,0,3,82,3,82,0,0,0,0,3,126,0,3,0,0,0,0,1,24,72,112,5,4,3,6,10,47,110,234,0,0,0,0,3,10,46,78,3,3,29,76,46,30,49,123,0,0,3,9,55,2,2,5,8,22,60,32,minaret
0,0,0,0,0,0,0,0,21,15,24,25,0,0,0,0,0,0,169,90,0,0,0,0,92,121,102,30,0,0,0,0,76,121,137,87,0,9,4,0,131,121,104,45,32,23,15,8,92,65,51,43,15,24,15,0,155,119,88,68,55,52,57,44,minaret
110,115,0,0,0,0,0,0,68,24,128,58,0,0,0,0,0,0,0,0,0,0,0,0,255,255,139,18,25,52,29,0,0,0,0,0,0,0,0,0,165,96,27,0,39,24,10,0,12,0,0,0,2,0,0,0,85,24,10,2,2,0,0,0,minaret
0,0,0,0,23,3,0,0,27,30,38,44,0,0,0,0,12,246,3,16,0,0,0,0,117,122,95,67,0,3,7,12,51,60,120,60,0,0,0,0,81,49,53,47,37,28,46,44,56,44,53,42,6,0,0,0,68,65,21,5,19,14,29,0,minaret
0,0,0,0,0,0,0,0,79,102,0,5,0,0,0,0,80,26,0,0,0,0,0,0,99,89,85,83,0,0,0,0,168,86,58,0,3,0,0,0,117,50,55,47,46,5,24,14,94,38,48,16,30,9,6,3,138,41,19,18,12,36,10,0,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,199,0,0,0,0,0,0,0,0,0,0,0,0,97,147,172,214,3,0,0,0,56,55,36,14,6,0,3,0,207,213,217,226,198,161,147,155,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,185,142,70,0,0,20,0,23,51,148,3,0,0,0,0,154,155,91,9,51,65,77,9,57,57,77,3,26,8,0,0,129,118,83,37,45,9,0,0,minaret
0,0,0,0,0,0,0,0,0,0,12,2,8,2,0,0,52,17,0,0,0,0,0,0,55,74,70,80,62,71,36,88,119,129,60,90,0,0,0,0,66,109,107,141,96,135,103,180,95,94,59,55,0,0,0,0,79,69,60,68,47,51,54,71,minaret
0,0,0,0,119,37,0,0,16,10,0,0,0,0,0,0,18,144,14,81,0,0,0,0,45,84,80,102,0,0,0,0,55,95,178,97,28,27,32,0,65,85,120,138,30,6,28,61,69,75,161,95,54,62,67,46,84,35,19,49,114,93,129,110,minaret
36,0,0,0,0,0,0,0,98,97,66,19,0,0,0,0,0,30,0,0,0,0,0,0,154,81,64,78,16,7,0,0,3,16,62,144,0,0,0,0,54,46,40,76,25,26,25,47,32,27,38,127,3,0,3,10,69,26,11,20,16,25,49,123,minaret
53,0,0,0,0,0,0,0,147,120,0,0,0,0,0,0,101,96,0,0,0,0,0,0,131,115,89,67,0,0,0,0,30,48,101,100,0,0,0,0,63,56,69,51,19,3,7,5,47,33,49,96,12,11,39,67,65,13,14,5,27,53,90,42,minaret
40,0,0,0,0,0,0,0,99,98,69,23,0,0,0,0,0,34,0,0,0,0,0,0,159,89,69,81,12,5,0,0,5,16,60,145,0,0,0,0,54,36,40,77,28,26,31,61,32,26,36,124,3,0,3,14,68,24,9,22,18,20,46,120,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,158,0,0,0,0,0,0,12,32,59,57,0,0,0,0,51,116,145,11,7,8,6,0,34,80,106,76,6,0,3,5,51,71,52,36,34,61,39,16,53,41,40,66,43,32,54,6,minaret
118,0,0,0,0,0,0,0,255,171,0,5,0,0,0,0,0,67,0,0,0,0,4,0,95,151,114,90,0,0,3,8,8,10,18,211,49,24,1,0,27,48,72,98,3,0,19,60,40,28,28,109,21,6,0,28,54,3,8,18,16,22,53,98,minaret
0,0,0,0,0,0,0,0,19,96,3,3,0,0,32,7,17,3,0,3,0,0,0,0,48,108,121,77,51,111,58,5,53,68,161,157,0,0,3,25,38,95,93,57,51,114,69,24,60,88,122,39,0,5,51,42,59,41,59,37,57,49,27,16,minaret
0,0,0,0,99,48,0,0,0,51,0,0,0,0,0,0,134,83,74,51,0,0,0,0,58,117,209,128,0,0,0,0,57,99,116,34,10,21,49,10,97,83,120,55,10,4,3,3,72,46,99,51,74,62,99,39,116,49,30,27,53,74,51,26,minaret
0,0,0,0,124,0,0,0,11,93,0,0,0,0,0,0,186,24,21,0,0,0,0,0,51,154,192,79,0,0,0,0,69,111,68,0,1,11,27,7,53,103,67,5,5,12,0,0,52,60,57,0,50,68,73,3,54,51,71,31,16,4,0,0,minaret
121,27,0,0,0,0,0,0,104,91,6,74,0,0,0,0,0,0,0,0,0,0,9,0,81,57,177,176,3,16,178,203,3,3,10,0,23,0,0,0,48,20,13,17,34,31,33,35,30,0,0,0,22,0,0,0,60,3,4,5,0,0,0,0,minaret
0,0,0,0,203,18,0,0,0,28,0,0,0,0,0,0,68,135,25,23,0,0,0,0,26,74,81,37,3,0,0,0,116,80,68,31,27,72,58,8,71,89,47,11,33,7,0,0,111,72,28,13,98,122,61,20,92,68,60,27,5,8,0,0,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,99,0,0,0,0,0,0,66,91,110,69,0,5,1,0,67,116,66,6,0,0,0,0,68,80,63,29,40,58,38,9,58,64,47,12,8,3,3,0,58,40,47,32,20,30,14,0,minaret
22,0,0,0,14,0,0,0,108,122,0,0,0,0,0,0,10,196,7,22,0,0,0,0,142,150,144,108,0,0,3,0,92,99,109,61,122,96,16,1,82,28,56,39,4,0,20,12,60,31,46,26,89,40,20,9,60,13,4,3,3,45,18,3,minaret
0,0,0,0,13,3,0,0,7,60,0,0,0,0,0,0,47,162,20,88,0,0,0,0,48,145,131,43,5,46,9,0,45,99,110,48,0,3,12,3,121,208,152,77,50,125,69,52,50,91,104,69,26,53,47,11,93,135,158,140,113,97,77,66,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,32,11,0,0,5,4,7,0,0,5,15,0,0,0,0,117,214,186,87,3,44,112,33,96,27,20,22,16,5,7,27,minaret
6,0,0,0,0,0,0,0,74,66,0,0,0,0,0,0,32,74,0,0,0,0,0,0,80,114,101,112,3,3,5,0,3,35,186,104,15,5,0,0,82,95,95,112,41,50,69,38,61,63,123,82,41,34,14,9,57,133,80,55,54,75,59,74,minaret
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,31,102,67,46,0,0,0,11,88,93,46,168,135,194,58,6,24,9,16,46,3,0,1,47,86,85,46,117,115,150,77,47,96,11,4,9,11,33,43,99,minaret
61,0,0,0,0,0,0,0,186,123,0,73,0,0,0,0,0,0,0,0,0,0,0,0,135,195,241,124,0,3,0,0,0,0,0,0,21,22,3,0,95,98,32,5,8,3,7,5,40,16,6,0,73,66,12,3,66,37,41,3,6,3,0,0,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,37,25,16,0,0,0,0,0,50,216,167,70,0,0,0,0,42,107,89,0,4,29,21,3,90,216,191,57,53,142,103,0,57,59,164,217,216,92,7,0,minaret
5,0,0,0,0,0,0,0,97,148,0,12,0,0,0,0,0,16,0,0,0,0,0,0,50,72,186,48,0,0,63,0,1,8,152,19,0,0,0,0,32,33,79,11,7,11,75,15,32,21,67,7,3,0,0,0,57,3,2,5,0,38,11,0,minaret
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,176,187,237,253,178,192,23,minaret
24,32,0,0,0,0,0,0,102,86,55,53,0,0,0,0,0,161,0,0,0,0,0,0,80,99,126,113,3,8,10,18,7,29,56,123,0,0,0,0,5,37,73,109,4,14,34,105,30,39,54,109,0,17,29,16,61,27,13,44,51,50,55,140,minaret
87,94,0,0,23,0,0,0,124,58,144,92,0,0,0,3,0,255,0,0,0,0,0,0,110,144,102,72,52,65,81,119,16,28,69,106,0,0,0,0,38,52,51,23,27,52,57,63,32,18,19,16,0,1,2,0,53,0,4,30,47,10,2,4,minaret
0,0,0,0,0,0,0,0,71,35,85,24,0,0,0,0,5,62,0,3,0,0,0,0,92,147,101,7,3,7,0,0,38,146,235,0,0,0,0,0,60,84,34,2,20,51,16,0,53,78,49,0,0,0,1,0,66,30,46,58,32,3,0,0,minaret
169,0,0,0,3,0,0,0,222,208,0,0,0,0,0,0,1,175,0,0,0,0,0,0,122,165,143,27,0,0,7,0,4,26,152,8,40,28,12,0,56,83,103,33,6,26,50,5,25,55,97,21,32,38,30,11,63,28,33,59,67,61,54,54,minaret
0,0,0,0,8,0,0,0,33,52,0,0,0,0,0,0,62,252,0,0,0,0,0,0,34,128,104,38,0,0,0,0,28,94,108,78,0,29,26,3,55,123,87,53,25,28,7,26,51,84,59,26,27,77,58,10,55,55,114,72,49,48,57,43,minaret
0,0,0,0,0,0,0,0,23,41,0,0,0,0,0,0,102,160,38,48,0,0,0,1,71,85,84,77,14,13,5,0,119,141,139,128,34,62,91,63,95,69,56,80,65,48,8,11,99,83,75,69,70,74,113,117,151,76,44,28,16,25,40,118,minaret
15,0,0,0,0,0,0,0,49,64,3,29,0,0,0,0,23,0,184,7,0,0,0,0,62,115,150,125,0,0,8,0,114,150,39,3,93,102,66,23,45,80,90,64,7,15,18,0,89,80,50,18,86,113,85,40,52,13,33,27,30,29,3,4,minaret
101,81,0,0,0,0,0,0,103,39,142,79,0,0,0,11,0,202,0,0,0,0,0,0,137,128,110,64,28,58,122,143,6,23,83,100,2,0,0,0,56,41,41,7,51,53,65,45,39,26,10,10,2,0,0,0,50,0,0,0,21,0,0,0,minaret
0,0,0,0,0,0,0,0,107,64,28,5,0,0,0,0,0,0,0,0,0,0,0,0,75,111,122,58,0,0,0,0,15,23,173,0,0,0,0,0,54,38,104,26,7,11,94,16,41,27,129,0,8,0,3,0,57,24,29,23,46,96,5,0,minaret
0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,84,51,33,0,0,0,0,49,79,163,156,56,112,53,36,38,65,24,27,0,0,0,0,35,67,58,74,78,138,87,70,61,29,51,37,28,42,63,59,minaret
81,0,0,0,0,0,0,0,86,74,0,0,0,0,0,0,0,166,0,0,0,0,0,0,138,122,102,90,0,0,0,0,27,39,113,104,10,6,0,0,112,84,74,80,15,3,16,29,43,35,69,102,33,21,32,36,92,31,27,49,58,67,90,72,minaret
0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,34,0,4,2,0,50,91,82,0,0,0,0,14,7,0,34,130,110,71,47,11,35,51,98,0,0,0,5,12,13,23,157,7,44,77,119,65,22,11,17,15,22,41,255,minaret
252,3,0,0,130,0,0,0,241,181,0,6,0,0,0,0,64,124,0,0,0,0,0,0,143,203,134,55,0,0,9,0,74,94,114,22,31,20,15,5,102,114,60,14,25,34,41,5,78,87,72,21,53,55,33,10,81,59,53,39,56,33,6,4,minaret
